Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
-0.233272,51.588566,1,Slight,2,2,2010-06-29,3,14:47:00,30,E09000003,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01000239
-0.245221,51.615632,1,Slight,2,1,2010-06-20,1,19:40:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01000264
-0.265991,51.601283,1,Slight,2,1,2010-06-28,2,16:25:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000129
-0.19865,51.646311,1,Slight,1,1,2010-06-29,3,00:25:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000293
-0.21387,51.57901,1,Slight,2,1,2010-05-06,5,19:30:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000215
-0.2553,51.64285,1,Slight,3,2,2010-06-17,5,15:30:00,30,E09000003,3,1,1,50,1,2,3,411,0,5,1,1,1,0,0,1,2,E01000290
-0.17676,51.619085,1,Slight,2,1,2010-06-25,6,10:25:00,30,E09000003,3,1000,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000321
-0.147363,51.599561,1,Slight,2,1,2010-06-27,1,17:30:00,30,E09000003,4,550,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000156
-0.215305,51.575524,1,Slight,2,1,2010-06-21,2,15:55:00,30,E09000003,3,41,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000221
-0.20481,51.655038,1,Serious,1,1,2010-06-28,2,13:35:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000248
-0.18329,51.658124,1,Slight,2,1,2010-07-05,2,16:25:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01000246
-0.159022,51.625463,1,Slight,1,1,2010-07-05,2,13:15:00,30,E09000003,3,109,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000265
-0.159772,51.617651,1,Slight,2,1,2010-07-01,5,16:40:00,30,E09000003,4,550,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000159
-0.272528,51.607854,1,Slight,1,1,2010-07-05,2,08:00:00,30,E09000003,3,5109,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000194
-0.232539,51.573987,1,Serious,1,1,2010-06-21,2,08:55:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000305
-0.218422,51.577011,1,Slight,2,1,2010-06-19,7,13:45:00,30,E09000003,3,41,1,30,1,4,3,406,0,0,1,1,1,0,0,1,1,E01000307
-0.174811,51.628047,1,Slight,1,1,2010-07-01,5,12:31:00,30,E09000003,3,1000,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000281
-0.220963,51.589549,1,Slight,4,1,2010-06-22,3,21:35:00,30,E09000003,3,504,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01000243
-0.249016,51.61461,1,Slight,1,1,2010-06-21,2,16:06:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000264
-0.210161,51.581561,1,Slight,2,1,2010-06-11,6,15:58:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000215
-0.212331,51.559383,1,Slight,2,1,2010-05-02,1,10:30:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000142
-0.166862,51.649595,1,Slight,2,3,2010-06-23,4,20:40:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000171
-0.197439,51.596654,1,Serious,2,1,2010-06-30,4,22:00:00,30,E09000003,3,504,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01000196
-0.222045,51.572929,1,Slight,1,1,2010-07-01,5,13:36:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000221
-0.175823,51.649645,1,Slight,1,1,2010-06-20,1,08:56:00,30,E09000003,3,110,6,30,8,4,5,0,0,0,1,1,1,0,0,1,1,E01000251
-0.140199,51.619411,1,Serious,2,2,2010-07-07,4,11:26:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000123
-0.185123,51.594126,1,Slight,2,1,2010-07-08,5,09:15:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000210
-0.186068,51.60664,1,Serious,1,1,2010-06-26,7,17:10:00,30,E09000003,3,598,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000298
-0.228969,51.587871,1,Slight,2,1,2010-07-01,5,08:10:00,30,E09000003,3,504,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01000237
-0.208251,51.578744,1,Slight,2,2,2010-06-28,2,13:23:00,30,E09000003,3,502,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000218
-0.190967,51.621463,1,Slight,1,1,2010-07-05,2,19:30:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000276
-0.206366,51.56064,1,Slight,2,1,2010-06-29,3,18:05:00,30,E09000003,3,407,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01000143
-0.205843,51.588599,1,Slight,5,3,2010-06-28,2,17:20:00,30,E09000003,3,1,3,40,6,2,3,406,0,5,1,1,1,0,0,1,1,E01000238
-0.192787,51.590197,1,Slight,2,1,2010-07-01,5,14:29:00,30,E09000003,3,406,3,50,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000203
-0.220659,51.575156,1,Slight,1,1,2010-06-15,3,17:15:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,0,1,1,1,0,1,1,2,E01000307
-0.287945,51.624177,1,Slight,2,1,2010-07-09,6,16:25:00,30,E09000003,3,41,1,30,1,4,3,410,0,0,1,1,1,0,0,2,1,E01000188
-0.261827,51.62712,1,Slight,1,1,2010-06-24,5,19:20:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01000231
-0.233921,51.571849,1,Slight,2,1,2010-07-12,2,16:50:00,30,E09000003,3,5,3,50,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000305
-0.270684,51.629769,1,Slight,2,3,2010-07-11,1,13:50:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000195
-0.175779,51.632739,1,Slight,2,1,2010-07-10,7,00:20:00,30,E09000003,3,1000,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01000281
-0.175931,51.632561,1,Slight,1,1,2010-07-12,2,19:40:00,30,E09000003,6,0,6,30,3,4,3,1000,0,4,1,1,1,0,0,1,1,E01000281
-0.232362,51.571107,1,Slight,2,1,2010-07-11,1,23:12:00,30,E09000003,3,406,1,30,1,4,3,5,0,4,4,1,1,0,0,1,1,E01000305
-0.199133,51.568443,1,Slight,2,2,2010-07-06,3,15:40:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000135
-0.19918,51.581843,1,Slight,2,1,2010-07-07,4,12:34:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000211
-0.231115,51.647793,1,Slight,2,1,2010-07-11,1,15:25:00,30,E09000003,3,411,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000253
-0.209824,51.557096,1,Slight,2,1,2010-07-07,4,12:34:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000143
-0.16077,51.62513,1,Slight,2,1,2010-07-07,4,19:46:00,30,E09000003,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000265
-0.202424,51.645919,1,Slight,1,1,2010-07-14,4,16:04:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000292
-0.199998,51.586711,1,Slight,2,1,2010-07-15,5,10:35:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000211
-0.260668,51.615862,1,Serious,3,1,2010-07-11,1,18:09:00,30,E09000003,3,5109,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000233
-0.243644,51.596635,1,Slight,2,2,2010-07-03,7,15:24:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000149
-0.151105,51.614098,1,Slight,1,1,2010-07-11,1,22:50:00,30,E09000003,3,1003,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000161
-0.183947,51.580169,1,Slight,2,1,2010-07-09,6,17:50:00,30,E09000003,5,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000207
-0.257782,51.600712,1,Slight,2,1,2010-07-14,4,17:00:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01000128
-0.218964,51.577918,1,Slight,2,3,2010-07-14,4,17:14:00,30,E09000003,6,0,1,30,1,4,6,0,0,0,1,1,2,0,0,1,1,E01000310
-0.249361,51.624417,1,Slight,2,1,2010-06-29,3,15:30:00,30,E09000003,3,5109,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000264
-0.264139,51.604403,1,Slight,2,1,2010-07-14,4,08:43:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000125
-0.231803,51.570648,1,Slight,2,1,2010-06-19,7,01:20:00,30,E09000003,3,5,1,40,1,2,3,406,0,5,4,1,1,0,0,1,2,E01000223
-0.189185,51.60453,1,Slight,1,1,2010-07-17,7,15:57:00,30,E09000003,3,598,6,30,3,4,3,598,0,4,1,1,1,0,0,1,1,E01000298
-0.144254,51.615608,1,Slight,1,1,2010-07-16,6,17:13:00,30,E09000003,3,1003,6,30,3,4,3,109,0,0,1,1,1,0,0,1,1,E01000124
-0.197254,51.56122,1,Slight,1,1,2010-07-17,7,12:10:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000140
-0.15456,51.617929,1,Slight,1,1,2010-06-21,2,17:40:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000158
-0.174817,51.591898,1,Slight,2,1,2010-07-05,2,20:51:00,30,E09000003,6,0,2,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000177
-0.16083,51.587902,1,Slight,3,2,2010-05-04,3,20:59:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000182
-0.226991,51.571925,1,Slight,2,1,2010-07-10,7,18:17:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000223
-0.219017,51.57657,1,Slight,1,1,2010-07-09,6,21:08:00,30,E09000003,3,406,1,30,1,4,3,41,0,0,4,1,1,0,0,1,2,E01000307
-0.218622,51.568201,1,Slight,1,1,2010-07-17,7,14:38:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000223
-0.210272,51.571401,1,Slight,2,1,2010-07-15,5,06:58:00,30,E09000003,3,41,3,30,3,4,3,41,0,0,1,5,2,0,0,1,1,E01000222
-0.227145,51.582808,1,Slight,2,1,2010-07-18,1,11:50:00,30,E09000003,3,41,3,30,6,2,4,551,0,5,1,1,1,0,0,1,1,E01000237
-0.238871,51.604297,1,Slight,2,1,2010-07-18,1,19:13:00,30,E09000003,3,1,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000260
-0.2234,51.575198,1,Slight,1,1,2010-07-20,3,23:40:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000307
-0.24298,51.580169,1,Slight,2,1,2010-07-17,7,08:45:00,30,E09000003,3,5,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000313
-0.16222,51.642868,1,Slight,2,1,2010-07-08,5,14:30:00,30,E09000003,4,193,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000174
-0.203435,51.656905,1,Slight,2,1,2010-07-16,6,07:04:00,30,E09000003,3,1081,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000254
-0.195964,51.641144,1,Slight,1,1,2010-07-22,5,21:25:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01000279
-0.212223,51.609919,1,Slight,1,1,2010-07-19,2,15:20:00,30,E09000003,4,552,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000257
-0.224715,51.574768,1,Slight,2,1,2010-07-19,2,17:21:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000307
-0.163799,51.58588,1,Slight,2,1,2010-07-15,5,18:00:00,30,E09000003,3,1000,6,30,3,4,3,1000,0,0,1,1,1,0,0,1,2,E01000208
-0.176872,51.616299,1,Slight,2,1,2010-07-17,7,11:27:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000299
-0.221681,51.58965,1,Slight,2,1,2010-07-23,6,21:45:00,30,E09000003,3,502,6,30,6,2,3,504,0,0,4,1,1,0,0,1,1,E01000243
-0.276972,51.608729,1,Serious,2,2,2010-07-13,3,23:30:00,30,E09000003,3,5,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000194
-0.22099,51.574082,1,Slight,2,3,2010-07-25,1,00:40:00,30,E09000003,6,0,1,30,2,4,6,0,0,0,4,1,1,0,0,1,1,E01000221
-0.233863,51.595679,1,Slight,2,1,2010-07-23,6,07:00:00,30,E09000003,3,41,3,30,0,-1,-1,0,0,7,1,1,1,0,0,1,1,E01000240
-0.167672,51.618764,1,Slight,1,1,2010-07-14,4,16:29:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000320
-0.234044,51.572391,1,Slight,2,1,2010-07-20,3,17:35:00,30,E09000003,3,5,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000305
-0.147319,51.614847,1,Slight,3,1,2010-06-25,6,15:00:00,30,E09000003,3,1003,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000161
-0.275439,51.607268,1,Slight,1,1,2010-07-19,2,11:36:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002119
-0.200025,51.589679,1,Slight,2,2,2010-07-24,7,01:25:00,30,E09000003,3,598,3,30,6,2,3,406,0,5,4,1,1,0,0,1,1,E01000225
-0.258668,51.603963,1,Slight,1,1,2010-07-09,6,18:00:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2,E01000130
-0.207831,51.604097,1,Slight,2,1,2010-07-21,4,14:00:00,30,E09000003,4,552,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000204
-0.274097,51.623614,1,Slight,2,1,2010-07-27,3,16:21:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000186
-0.209658,51.579665,1,Slight,1,1,2010-07-24,7,21:51:00,30,E09000003,6,0,6,30,3,4,3,502,0,0,4,1,1,0,0,1,1,E01000215
-0.265544,51.601637,1,Slight,1,2,2010-07-15,5,11:07:00,30,E09000003,5,0,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01000129
-0.159994,51.612169,1,Slight,1,1,2010-07-27,3,10:10:00,30,E09000003,3,1003,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000162
-0.232372,51.570837,1,Slight,2,2,2010-07-17,7,13:10:00,30,E09000003,3,406,3,30,1,4,3,5,0,4,1,1,1,0,0,1,2,E01000499
-0.263275,51.630828,1,Slight,2,2,2010-07-04,1,12:10:00,30,E09000003,1,1,3,50,0,-1,-1,0,0,0,1,1,1,4,0,1,2,E01000195
-0.227279,51.571929,1,Slight,1,1,2010-07-27,3,13:25:00,30,E09000003,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000223
-0.204674,51.588941,1,Slight,2,1,2010-07-08,5,10:30:00,30,E09000003,3,406,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000201
-0.165315,51.637791,1,Slight,1,1,2010-07-29,5,08:20:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000175
-0.225894,51.574156,1,Slight,2,1,2010-07-15,5,18:30:00,30,E09000003,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01000307
-0.25741,51.610419,1,Slight,1,1,2010-07-29,5,11:20:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000235
-0.268162,51.601136,1,Slight,2,2,2010-07-23,6,21:30:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002123
-0.199589,51.589762,1,Slight,1,1,2010-07-26,2,21:55:00,30,E09000003,3,406,3,40,6,2,3,598,0,5,4,1,1,0,0,1,1,E01000203
-0.231775,51.571367,1,Slight,2,1,2010-06-08,3,18:22:00,30,E09000003,3,5,1,30,1,4,3,406,0,0,1,1,1,0,0,1,1,E01000305
-0.190503,51.647624,1,Slight,1,1,2010-08-02,2,16:03:00,30,E09000003,3,1000,6,30,3,4,3,1000,0,0,1,1,2,0,0,1,1,E01000288
-0.257782,51.600712,1,Slight,3,4,2010-08-02,2,11:38:00,30,E09000003,6,0,6,30,6,4,6,0,0,1,1,1,1,0,0,1,1,E01000128
-0.25436,51.622153,1,Slight,1,1,2010-07-31,7,08:16:00,30,E09000003,3,5109,3,30,3,4,3,1,0,0,1,2,2,0,0,1,1,E01000264
-0.27282,51.607769,1,Slight,2,1,2010-07-30,6,16:25:00,30,E09000003,3,5109,3,30,8,4,6,0,0,4,1,1,1,0,0,1,1,E01000194
-0.26309,51.597823,1,Serious,2,1,2010-08-01,1,15:17:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000128
-0.227406,51.572381,1,Slight,2,1,2010-07-29,5,21:06:00,30,E09000003,3,406,1,30,1,2,1,1,0,5,4,1,1,0,0,1,1,E01000221
-0.231076,51.585655,1,Slight,2,2,2010-07-27,3,08:00:00,30,E09000003,3,41,3,40,6,2,3,504,0,0,1,1,1,0,0,1,1,E01000309
-0.218369,51.567298,1,Slight,2,1,2010-07-26,2,20:50:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000223
-0.264111,51.597569,1,Slight,2,1,2010-08-03,3,21:03:00,30,E09000003,6,0,6,30,3,4,3,5,0,1,1,1,1,0,0,1,1,E01000592
-0.218482,51.586544,1,Slight,2,1,2010-07-05,2,19:15:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000237
-0.162956,51.64252,1,Slight,2,1,2010-05-15,7,16:55:00,30,E09000003,4,193,6,30,2,4,5,0,0,1,1,1,1,0,0,1,1,E01000174
-0.194094,51.600919,1,Slight,1,1,2010-05-25,3,20:20:00,30,E09000003,3,598,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000196
-0.201646,51.65463,1,Slight,1,1,2010-06-21,2,10:59:00,30,E09000003,3,1000,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000250
-0.241867,51.597777,1,Slight,2,1,2010-05-19,4,14:20:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000154
-0.192279,51.617527,1,Serious,2,1,2010-08-05,5,17:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000276
-0.16246,51.651235,1,Slight,2,1,2010-08-06,6,11:05:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000169
-0.179084,51.651224,1,Slight,2,2,2010-08-07,7,08:10:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01000251
-0.239488,51.577149,1,Slight,2,1,2010-08-08,1,00:53:00,30,E09000003,3,5,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000305
-0.251228,51.587126,1,Slight,2,1,2010-08-07,7,12:16:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01000516
-0.25467,51.621618,1,Slight,2,1,2010-07-09,6,08:45:00,30,E09000003,3,1,1,30,1,2,3,1,0,0,1,1,1,0,0,1,2,E01000264
-0.219826,51.585395,1,Slight,2,1,2010-08-06,6,15:50:00,30,E09000003,3,502,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000237
-0.225957,51.572539,1,Slight,1,1,2010-08-04,4,11:06:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000221
-0.199694,51.652801,1,Slight,1,2,2010-08-09,2,15:10:00,30,E09000003,3,1000,6,30,9,2,3,411,0,5,1,1,1,0,0,1,1,E01000293
-0.291044,51.622423,1,Slight,2,1,2010-08-10,3,08:50:00,30,E09000003,3,410,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01000188
-0.160083,51.638519,1,Slight,2,1,2010-08-05,5,08:17:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000175
-0.180285,51.610417,1,Slight,1,1,2010-08-03,3,14:30:00,30,E09000003,3,598,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000302
-0.262568,51.596377,1,Serious,2,1,2010-08-04,4,08:15:00,30,E09000003,3,5,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000587
-0.23266,51.630371,1,Slight,1,1,2010-08-08,1,16:08:00,30,E09000003,3,5109,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01000279
-0.194534,51.57161,1,Slight,1,1,2010-08-11,4,22:03:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000214
-0.174785,51.603497,1,Slight,2,2,2010-08-12,5,20:30:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000316
-0.148192,51.614681,1,Slight,1,1,2010-06-25,6,15:21:00,30,E09000003,3,1003,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01000161
-0.238328,51.625781,1,Serious,2,1,2010-08-13,6,19:09:00,30,E09000003,4,552,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000261
-0.202917,51.604201,1,Serious,1,1,2010-08-14,7,04:13:00,30,E09000003,4,1462,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01000257
-0.217128,51.576901,1,Slight,2,1,2010-08-02,2,14:10:00,30,E09000003,6,0,6,30,3,4,3,406,0,0,1,1,1,0,0,1,1,E01000219
-0.163982,51.588491,1,Slight,2,1,2010-08-16,2,17:13:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000182
-0.211273,51.582657,1,Slight,2,1,2010-08-10,3,13:32:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,5,1,2,2,0,0,1,1,E01000236
-0.176124,51.61332,1,Slight,1,1,2010-08-06,6,23:17:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000299
-0.225656,51.598792,1,Slight,4,1,2010-08-13,6,18:16:00,30,E09000003,3,1,3,50,6,2,6,0,0,5,1,2,2,0,0,1,1,E01000240
-0.181077,51.641184,1,Slight,2,1,2010-08-12,5,18:10:00,30,E09000003,3,1000,6,30,3,4,4,193,0,4,1,1,2,0,0,1,1,E01000269
-0.238635,51.588017,1,Slight,1,1,2010-08-17,3,06:20:00,30,E09000003,3,5150,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01000149
-0.231483,51.571453,1,Serious,2,1,2010-07-28,4,18:35:00,30,E09000003,3,5,3,30,3,4,3,406,0,0,1,1,1,0,0,1,1,E01000305
-0.288398,51.623644,1,Slight,2,1,2010-08-12,5,23:27:00,30,E09000003,3,410,6,40,1,4,3,41,0,0,4,1,2,0,0,2,1,E01000188
-0.231919,51.57137,1,Slight,2,2,2010-08-15,1,09:52:00,30,E09000003,3,5,6,30,1,4,3,406,0,4,1,1,2,0,0,1,1,E01000305
-0.206475,51.660459,1,Slight,2,1,2010-08-10,3,21:15:00,30,E09000003,3,1081,6,30,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01000249
-0.259878,51.610095,1,Slight,2,1,2010-08-19,5,08:59:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000132
-0.278541,51.613068,1,Slight,1,1,2010-08-16,2,06:50:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000194
-0.143501,51.619913,1,Slight,2,1,2010-08-06,6,13:05:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000124
-0.239913,51.603503,1,Slight,2,1,2010-08-14,7,01:35:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01000260
-0.173421,51.601498,1,Slight,2,4,2010-08-11,4,01:16:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01000184
-0.203614,51.568242,1,Slight,2,1,2010-08-19,5,19:49:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000146
-0.248896,51.613979,1,Slight,1,1,2010-08-19,5,21:00:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,1,1,1,2,0,0,1,1,E01000264
-0.199247,51.572851,1,Slight,1,1,2010-08-19,5,18:33:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01000146
-0.22743,51.582902,1,Slight,1,1,2010-08-14,7,07:23:00,30,E09000003,3,41,3,40,0,-1,-1,0,0,7,1,2,2,0,0,1,1,E01000310
-0.17069,51.601186,1,Slight,2,1,2010-08-12,5,16:10:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000184
-0.264501,51.613851,1,Slight,2,1,2010-08-03,3,07:05:00,30,E09000003,3,5109,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000227
-0.252839,51.609092,1,Slight,2,1,2010-08-16,2,18:15:00,30,E09000003,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000133
-0.195203,51.561998,1,Slight,2,1,2010-08-22,1,19:00:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000140
-0.249509,51.624329,1,Slight,2,1,2010-08-12,5,19:51:00,30,E09000003,3,5109,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000264
-0.158813,51.61278,1,Slight,2,4,2010-08-21,7,15:30:00,30,E09000003,3,1003,6,30,3,4,4,550,0,4,1,1,1,0,0,1,1,E01000162
-0.220643,51.586666,1,Slight,2,2,2010-08-10,3,23:48:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,4,5,1,2,0,0,1,1,E01000245
-0.277255,51.61269,1,Slight,1,1,2010-08-18,4,11:55:00,30,E09000003,6,0,6,30,3,4,3,5100,0,4,1,1,1,0,0,1,1,E01000194
